T,AP,RH,V,EP
12.8,1022.43,86.19,41.16,462.72
10.57,1024.36,70.29,37.73,474.65
24.14,1012.28,89.08,63.21,440.74
26.76,1008.81,64.62,71.94,432.49
21.06,1004.9,84.09,67.07,446.44
10.25,1020.65,87.07,41.46,481.94
6.16,1004.85,59.68,39.48,484.55
10.05,1021.35,95.19,41.58,469.03
26.02,1010.04,72.78,74.78,439.82
27.2,1011.99,56.74,59.74,440.13
15.09,1010.15,92,40.89,466.47
8.46,1023.57,81.27,40.8,485.06
12.07,1025.53,85.62,43.71,472.32
32.81,1009.17,53.13,77.17,430.53
26.91,1005.64,78.98,74.99,437.06
10.66,1009.42,95.86,37.5,472.86
34.29,1009.58,32.25,68.51,427.62
22.16,1020.81,68.47,64.63,451.86
28.32,1004.73,72.71,71.64,436.31
15.62,1023.82,66.17,41.76,459.72
24.76,1012.73,70.39,63.07,443.04
10.29,1020.84,89.03,41.46,480.32
27.99,1008.47,59.63,66.91,439.74
22.22,1015.87,53.18,48.98,447.1
13.78,1017.51,84.94,42.03,467.6
24.78,1008.81,62.97,50.78,443.98
15.74,1024.7,78.38,43.71,462.66
27.24,1009.37,81.51,77.17,439.12
24.66,1013.86,56.39,58.86,444.42
16.81,1008.95,74.25,42.42,462.19
33.76,1011.33,38.35,68.51,429.83
17.79,1010.38,85.25,46.21,448.74
25.97,1007.48,57.01,70.32,435.27
15.29,1005.75,85.53,41.1,467.99
23.45,1009.1,90.28,66.25,443.44
3.51,1017.53,86.56,35.47,489.07
20.83,1009.45,91.92,49.02,445.31
19.2,1017.84,89.56,59.21,450.86
26.19,1001.31,91.87,73.77,433.34
28.28,1012.07,64.49,61.86,439.65
13.39,1007.14,90.88,49.83,466.04
24.36,1010.27,63.78,68.61,448.71
23.07,1006.9,86.98,50.05,442.97
30.11,1008.57,69.25,70.8,432.33
20.55,1016.1,63.89,48.98,452.52
15.48,1009.55,66.74,41.66,467.06
32.21,1006.76,47.56,70.94,430.06
25.54,1009.28,73.5,70.47,436.16
25.33,1007.05,85.31,71.32,434.68
21.24,1011.86,97.02,63.47,442.94
14.57,1015.1,76.94,39.28,469.27
25.27,1009.82,75.48,63.91,440.39
27.76,1004.27,72.25,69.4,430.68
19.43,1018.35,61.12,52.9,456.08
28.6,1011.86,62.13,61.86,439.74
23.79,1016.77,55.88,58.2,446.88
11.41,1018.69,69.44,39.61,467.19
14.64,1011.46,71.9,39.58,467.8
6.65,1021.79,88.84,40.77,482.9
9.12,1020.58,96.23,41.49,475.69
25.62,1011.65,86.45,73.17,430.56
24.75,1009.87,71.97,58.79,444.79
15.5,1024.16,86.44,44.92,462.12
18.52,1013.77,99.89,58.41,446.68
28.38,998.93,73.85,72.39,432.02
11.79,1013.16,89.17,45.09,469.49
27.18,1012.57,64.18,59.27,439.69
19.75,1011.43,83.5,54.2,448.89
25.45,1011.2,82.48,70.04,430.2
21.93,1014.23,58.58,58.96,453.42
8.66,1032.86,75.31,40.11,479.76
23.33,1017.93,66.37,58.95,442.71
20.29,1008.94,69.91,49.69,454.74
31.99,1004.98,53.53,53.53,432.43
25.21,1010.99,75.27,69.48,436.02
5.51,1026.3,78.97,35.57,489.36
16,1016.37,77.63,39.16,468.49
5.79,1017.19,70.46,38.68,487.4
17.77,1019.57,79.89,56.53,457.94
9.52,1021.18,73.78,39.61,478.79
27,1012.36,58.97,60.96,450.15
24.34,1004.78,74,50.16,445.33
20.86,1017.45,81.45,67.25,444.5
13.44,1014.54,77.97,40.69,473
13.97,1020.88,74.88,41.16,459.84
10.96,1017.97,95.82,45.01,468.64
21.83,1013.4,85.82,63.13,443.41
25.22,1007.17,80.26,69.88,443.24
22.5,1014.11,65.08,45.38,458.19
21.03,1002.17,75.35,69.05,444.35
26.27,1011.97,48.06,62.91,447.76
20.99,1008.82,95.97,50.12,448.07
18.06,1020.2,81.59,56.65,459.14
10.12,1021.15,91.67,40,479.62
26.25,1011.47,71.22,61.02,436.44
13.08,1012.27,85.21,39.82,476.96
24.28,1009.94,77.08,68.31,440.07
32.92,1000.74,39.61,69.05,426.61
23.68,1011.18,72.45,68.12,441.54
7.81,1011.42,86.68,39.64,482.22
23.6,1017.44,61.26,65.48,444.38
14.5,1016.81,82.93,40.66,463.53
18.84,1005.18,92.46,40.79,459.96
11.69,1017.05,55.51,39.22,472.76
14.58,1030.42,61.96,41.92,462.69
9.33,1027.88,79.23,36.3,479.6
14.93,1007.25,72.35,39.16,463.2
6.37,1022.23,80.36,41.03,490.47
6.16,1012.83,93.68,38.5,490.92
12.45,1017.84,66.52,40.56,477.41
19.55,1020.2,78.1,56.53,455.56
18.62,1012.85,82.54,59.15,450.81
14.13,1015.26,55.63,43.41,461.96
21.12,1021.29,52.9,49.15,456.92
13.63,1022.12,84.32,43.5,468.28
18.6,1013.07,64.23,41.67,458.91
7.19,1016.53,88.61,38.91,486.05
19.96,1020.59,64.95,56.03,454.67
15.22,1013.18,67.17,41.67,469.93
13.52,1014.46,67.12,41.48,460.76
18.04,1015.13,48.4,44.85,463.31
27.81,1016.11,48.48,66.51,439.48
26.1,1004.18,71.63,58.9,444.4
27.99,1010.68,68.99,71.58,435.99
20.08,1014.91,36.27,44.6,461.07
19.89,1008.85,92.97,50.78,446.35
6.23,1022.49,93.15,40.96,488.82
29.1,1005.87,51.53,50.05,438.66
18.71,1014.09,62.82,39.39,465.57
35.1,1006.96,43.51,68.27,426.3
6.19,1002.48,88.8,41.31,485.08
24.88,1006.85,87.32,71.94,433.3
17.75,1004.49,100.09,49.78,452.02
13.89,1020.02,86.47,41.49,469.6
21.14,1009.05,94.36,58.98,448.31
14.28,1028.79,70.67,42.74,467.22
13.34,1008.09,85.85,40.83,471.82
24.67,1004.96,58.15,68.14,438.4
10.27,1022.69,92.78,42.34,474.55
21.18,1011.02,78.19,60.1,452.39
13.84,1007.58,63.62,44.9,463.27
4.73,999.77,93.44,41.31,486.6
14.22,1009.2,81.32,40.83,469.75
13.09,1013.17,46.73,43.02,470.14
6.58,1014.22,55.44,40.07,493.72
28.57,1012.02,47.79,51.43,450.04
21.54,1010.85,78.9,58.49,449.12
34.3,1015.98,25.89,74.67,427.84
15.24,1017.34,65.16,40,454.64
19.41,1013.23,86.28,46.63,452.6
30.5,1017.55,38.2,66.75,432.87
20.68,1015.73,74.36,63.86,447.84
29.53,1008.6,79.25,71.97,434.96
12.72,1007.6,71.8,44.9,463.49
24.44,1011.49,87.39,73.5,437.73
8,1018.98,78.67,34.03,487.17
13.92,1000.98,83.89,41.16,454.15
18.85,1012.91,82.37,67.32,446.7
22.48,1008.15,75.41,71.29,444.71
14.1,1026.11,74.25,41.04,465.89
30.22,1011.63,65.97,70.32,435.98
22.45,1018.92,72.73,59.87,445.34
10.82,1009.23,96.62,37.5,473.9
23.56,1010.14,89.72,67.79,441.29
22.33,1006.02,93.35,70.79,436.74
15.11,1017.01,84.39,45.01,462.21
25.9,1007.8,55.96,47.45,443.13
13.56,1011.34,94.02,43.67,467.09
11.03,1013.16,83.85,44.78,470.17
20.47,1012.79,88.67,63.07,451.71
26.37,1002.71,83.51,69.84,428.6
18.95,1013.01,79.4,42.23,462.73
11.39,1010.91,98.83,43.72,467.8
22.73,1015.61,42.66,43.79,460.2
24.4,1006.77,82.43,60.37,440.64
28.28,1008.56,61.3,69.48,428.75
22.84,1013.77,64.67,67.32,438.36
25.09,1009.99,54.28,65.38,453.58
13.32,1005.37,88.48,38.73,472.33
34.1,1014.01,41.26,73.03,437.65
21.11,1009.83,71.91,65.94,448.77
32.21,1003.34,62.44,68.14,426.56
25.77,1019.86,58.07,62.96,442.83
24.42,1012.64,71.8,63.31,438.39
8.28,1011.55,89.79,40.77,480.15
28.18,1009.22,56.04,64.84,443.65
8.09,1012.99,67.31,38.5,484.81
17.37,1011.91,58.4,48.92,455.53
29.12,1009.98,80.21,73.06,434.9
5.82,1021.06,86.91,41.38,492.12
29.45,1010.28,65.93,70.02,437.82
17.47,1014.03,97.13,58.59,449.41
19.51,1010.33,94.37,50.16,448.28
13.82,1023.72,95.24,44.84,467.95
8.61,1021.9,74.35,43.8,478.25
21.28,1011.06,90.12,70.32,439
21.47,1015.92,76.22,65.61,447.42
29.55,1007.94,84.45,72.29,430.98
31.09,1007.56,46.36,74.22,430.3
23.75,1017.36,64.04,60.29,449.57
30.25,1006.58,31.9,68.24,432.05
17.51,1016.25,72.03,41.85,465.05
17.22,1013.77,67.92,36.71,465.32
9.22,1021.83,85.43,40.92,474.51
24.48,1009.42,88.17,66.25,441.07
25.26,1013.68,71.72,61.08,447.46
12.34,1015.77,92.26,40.1,470.92
6.75,1008.3,87.42,39.9,484.05
28.29,1002.6,53.23,47.93,437.13
11.09,1025.47,74.97,40.43,490.96
8.51,1026.96,75.34,34.69,481.83
7.71,1027.92,89.84,36.25,481.74
11.8,1017.18,82.71,41.2,475.19
25.76,1011.93,43.61,57.32,440.26
26.53,1014.29,50.9,65.61,442.64
21.29,1011.31,90.12,51.43,452.94
19.64,1014.81,74.96,48.06,455.27
29.45,1009.3,52.97,69.13,432.04
18.24,1017.38,86.92,58.46,449.63
11.23,1012.57,72.1,43.67,475.41
23.15,1011.07,85.83,69.48,436.16
26.49,1004.61,78.13,67.69,430.62
16.64,1011.55,78.76,48.92,452.56
28.51,1010.58,54.68,70.02,441.66
16.64,1015.13,68.24,53.82,459.01
7.32,1010.11,95.18,41.26,482.1
22.72,1007,88.24,50.05,444.43
14.05,1016.36,68.58,40.71,465.74
28.52,1009.64,66.76,70.72,437.72
22.2,1009.82,78.43,57.17,447.75
27.93,1015.41,49.95,73.68,435.95
25.42,1011.98,68.78,59.04,444.51
25.03,1012.84,80.85,61.86,439.55
24.85,1005.9,64.55,67.9,445.18
29.03,1010.67,55.42,67.79,444.09
16.5,1020.58,64.11,44.63,458.78
6.86,1019.62,77.37,38.08,486.92
5.7,1016.07,84.94,40.62,482.82
26.71,1015.07,62.7,68.3,436.66
23.79,1011,75.39,58.49,445.87
25.11,1014.49,58.39,67.32,441.93
20.55,1013.87,58.09,65.46,448.83
10.66,1016.12,94.16,41.93,479.61
5.11,1004.28,81.8,42.07,486.41
9.87,1024.61,87.74,42.74,470.9
14.39,1012.97,59.17,43.56,469.35
16.96,1016.42,77.09,63.31,454.14
28.61,1011.61,45.33,72.29,446.77
21.31,1020.18,71.35,49.39,455.34
18.32,1012.74,86.77,65.94,450.5
27.11,1009.74,85.67,69.75,433.28
28.5,1002.82,86.38,73.77,431.7
25.44,1011.9,56.76,66.54,437.99
17.03,1021.5,82.32,43.99,460.25
25.32,1009.94,62.93,71.94,435.06
21.58,1017.39,79,67.25,446.15
7.64,1026.67,95.24,40.81,483.38
27.02,1006.38,72.1,71.77,428.1
13.58,1029.91,70.41,44.47,467.15
17.69,1013.72,67.28,65.46,448.49
26.51,1006.75,65.34,50.05,440.22
19.48,1017.6,88.72,58.79,450.55
14.79,999.83,86.45,38.73,470.28
20.65,1016.22,68.57,50.59,455.24
10.53,1007.48,98.74,41.26,475.96
8.2,1025.24,96.26,41.14,474.04
11.73,1020.68,96.98,40.64,477.06
26.11,1009.01,56.09,47.43,445.36
21.09,1012.42,69.09,50.9,456.09
24.08,1003.23,70.42,49.3,443.46
24.2,1012.25,79.86,63.21,449.03
28.73,1005.79,52.4,50.05,436.35
6.17,1002.49,87.59,41.31,481.27
17.94,1012.64,68.11,37.2,467.65
12.74,1008.19,94.81,39.13,468.57
26.51,1007.56,52.23,44.57,445.32
20.97,1007.64,73.69,44.63,453.26
23.84,1007.45,71.35,68.94,436.05
23.51,1012.55,53.6,57.32,444.58
22.85,1008.13,66.36,47.43,448.15
24.84,1013.18,83.08,59.22,442.7
24.7,1008.24,57.62,44.57,444.65
18.46,1001.47,97.61,42.18,458.67
24.61,1020.1,63.83,62.96,445.79
15.54,995.45,83.73,41.23,463.06
15.7,1007.51,76.05,42.99,464.59
27.18,1012.81,61.27,64.44,440.3
11.02,1025.64,93.58,39.96,467.41
14.56,1016.37,64.46,53.82,463.64
29,1011.33,75.13,77.54,431.37
15.34,996.87,86.56,41.23,465.16
25.42,1009.29,82.5,69.71,435.59
29.63,1009.04,67.26,69.71,435.27
10.38,1013.37,78.53,43.02,474.44
23.55,1010.78,78.47,58.79,447.01
8.07,1019.4,86.43,41.17,484.54
28.19,1013.97,49.76,67.45,434.77
16.41,1024.27,84.16,44.92,462.12
18.14,1002.95,100.09,49.78,451.44
28.79,1003.83,65.9,70.79,425.64
4.47,1018.78,92.68,35.19,487.43
28.2,1018.35,60.18,66.75,433.46
11.97,1016.95,88.32,42.32,467.98
22.3,1009.69,86.18,74.87,442.78
23.89,1010.48,62.31,48.41,441.83
10.32,1012.11,81.49,38.91,479.17
6.05,1013.09,91.88,42.85,485.02
27.78,1005.59,59.17,68.67,439.92
7.06,1021.95,90.38,41.74,448.97
10.79,1012.89,88.25,39.82,479.92
11.7,1008.65,92.11,25.36,470.88
20.37,1012.34,62.57,52.05,456.11
7.61,1021.16,83.22,38.06,484.14
23.27,1006.17,71.01,67.9,447.25
21.94,1010.3,88.21,58.79,447.52
10.02,1014.57,99.16,42.44,478.5
25.61,1009.22,68.76,67.69,437.78
22.61,1013.92,62.91,45.38,459.53
28.61,1006.95,73.06,70.36,440.16
12.57,1014.99,87.8,41.79,461.88
28.78,1014.54,49.03,60.07,439.74
5.66,1024.7,78.52,39.42,482.11
7.94,1023.25,80.84,40.56,488.01
4.56,1011.13,80.24,40.27,493.87
18.59,1015.75,80.72,65.06,450.4
22.39,1014.56,64.31,48.14,448.58
11.84,1014.54,86.78,40.05,473.82
26.9,1007.1,67.32,60.93,435.87
30.2,1008.25,59.1,71.85,425.21
27.19,1011.57,53.66,62.91,444.8
7.96,1016.35,89.17,38.91,482.17
8.37,1021.82,86.03,40.92,476.02
30.2,1008.9,67.32,69.59,434.66
23.81,1017.29,62.66,60.08,450.33
23.53,1010.84,94.33,72.24,436.69
16.09,1013.84,85.52,65.46,454.88
11.63,1013.6,87.11,41.5,477.3
17.1,1020.39,93.63,62.1,453.4
13.77,1012.86,88.83,42.86,471.94
28.14,1012.16,52.67,51.43,445.33
23.46,1012.07,88.14,73.18,438.62
23.85,1008.01,88.34,72.43,439.02
13.33,1020.92,91.47,40.64,474.07
15.61,1010.48,80.26,40.89,467.3
25.08,1011.1,64.47,58.49,446.9
12.73,1021.89,61.76,37.73,470.89
22.74,1009.66,55.03,61.87,444.59
16.58,1021.81,79.29,43.99,458.67
30.56,1007.49,71,69.14,432.26
21.09,1016.94,76.95,59.8,451.98
23.43,1009.42,94.27,71.97,442.19
21.46,1010.91,76.41,51.61,457.28
8.75,1008.96,90.53,40.22,482.8
19.27,1013.17,39.85,43.14,463.14
25.57,1019.92,58.34,62.96,444.81
14.26,1028.81,72.19,44.47,465.77
14.17,1030.94,66.47,42.86,466.2
17.48,1011.39,62.45,40.89,462.59
21.99,1009.5,74.77,71.85,441.1
32.31,1010.15,62.17,77.95,430.15
14.38,1023.46,66.12,40.71,473.41
28.54,1007.4,65.99,71.94,430.91
25.06,1014.05,69.02,74.33,437.27
8.22,1032.77,71.63,41.82,477.86
15.23,1007.75,81.34,44.9,456.07
14.94,1017.69,65.43,40,456.41
16.97,1012.31,82.65,50.9,463.28
6.42,1025.58,79.63,35.57,485.86
15.6,1018.35,85.91,44.68,463.82
21.52,1015.32,72.85,66.51,444.87
28.14,1009.69,64.66,61.47,435.35
8.36,1016.27,88.82,38.91,482.09
26.38,1007.36,76.91,70.47,434.02
30.2,1009.85,63.39,70.02,437.48
21.98,1015.25,84.52,59.39,446.79
25.54,1010.51,55.34,48.41,437.58
9.68,1007.6,89.97,40.22,479.56
22.38,1014.76,73.8,63.31,441.3
23.62,1014.63,59.8,67.45,439.45
13.25,1013.61,76.05,43.7,472.22
22.49,1006.78,73.76,69.84,437.57
33.13,999.57,48.34,74.34,433.73
14.95,1008.75,90.76,42.99,468.61
11.42,1011.55,82.71,40.35,478.7
28.56,1007.45,69.6,74.22,434.54
27.89,1009.85,64.22,73.17,432.83
14.6,1015.71,77.03,42.32,464.67
15.86,1021.22,75.38,43.5,459.42
13.78,1017.55,94.28,40.73,462.59
30.09,1009.51,53.24,69.48,435.2
24.6,1012.92,69.56,57.85,447.09
10.8,1011.25,84.57,40.22,478.21
9.08,1025.07,81.32,36.71,479.02
23.86,1006.56,48.94,52.84,444.66
16.69,1019.92,51.43,40.56,469.9
24.17,1011.72,86.1,73.18,437.27
19.68,1020.75,67.25,56.65,456.89
22.25,1015.78,52.68,43.79,461.93
24.81,1014.72,54.71,60.95,446.09
18.68,1020.38,80.26,56.65,455.79
23.64,1005.2,64.53,69.94,439.66
26.41,1010.69,73.78,65.59,441.49
28.82,1008.35,78.93,77.24,433.69
21.84,1008.84,96.5,59.07,448.61
30.63,1004.91,53.3,53.3,430.27
20.19,1014.3,71.64,58.86,450.67
25.54,1001.64,90.98,69.13,428.74
26.52,1008.27,75.3,71.64,437.76
10.38,1021.53,95.18,40.92,466.46
8.13,1026.07,95.84,39.96,477.12
20.2,1009.03,61.77,64.45,452.33
24.27,1005.43,67.63,68.28,445.23
13.97,1016.81,62.32,53.82,465.24
14.29,1010.93,94.53,39.59,463.04
33.11,1010.36,50.99,77.54,431.77
30.49,1013.43,51.73,64.44,438.09
22.68,1010.11,82.8,58.82,443.86
9.49,1015.09,91.31,40.69,476.67
21.71,1006.71,76.86,76.86,438.41
28.01,1011.6,49.2,51.43,449.82
16.62,1007.07,77.14,39.99,463.74
22.31,1009.25,98.56,61.45,437.05
19.78,1019.01,78.39,63.09,448.34
26.62,1016,43.24,65.12,441.22
30.24,1016.21,48.25,68.3,431.82
9.47,1026.49,87.9,41.4,479.68
9.39,1021.6,50.09,41.79,473.73
27.41,1013.3,50.93,59.21,438.39
25.36,1002.21,65.96,74.99,440.25
8.6,1008.58,80.15,42.28,484.21
10,1016.83,78.91,39.66,479.97
12.88,1018.73,51.95,44.71,469.12
8.42,1011.62,80.32,43.14,483.49
20.83,1009.56,89.37,70.72,446.48
20.14,1014.66,64.22,46.93,453.99
28.33,1004.63,71.21,68.14,431.27
23.78,1015.7,62.95,58.86,443.79
30.24,1017.95,55.66,66.75,435.02
6.18,1020.23,81.38,41.38,490.81
19.18,1015.99,77.06,65.06,448.26
10.88,1020.52,86.81,44.63,469.57
17.54,1008.97,67.67,42.42,471.28
26.31,1013.26,68.66,68.51,435.91
14.97,1007.31,79.25,42.28,466.62
23.07,1011.78,76.06,69.23,437.08
10.59,1009.59,100.16,25.36,470.96
8.64,1001.57,98.27,39.69,473.55
12.89,1013.36,87.29,36.71,475.13
7.78,1024.62,85.15,39.18,484.65
22.05,1012.39,76.95,63.31,444.37
16.01,1017.12,62.43,43.69,465.89
21.63,1009.44,76.89,71.85,434.1
17.64,1016.28,85.04,57.76,455.75
13.18,1018.09,88.84,37.91,469.63
22.17,1011.07,82.57,70.47,441.14
27.53,1009.13,89.06,72.58,428.83
9.64,1015.1,91.76,39.35,479.81
26.7,1011.04,86.41,70.32,438.46
17.78,1015.09,91.9,50.66,456.11
9.98,1019.7,80.79,41.54,480.26
25.54,1006.49,71.54,60.37,436.14
5.35,1013.23,93.53,35.79,483.2
27,1008.88,74.4,69.34,439.26
26.79,1011.51,72.46,62.44,440.55
18.55,1007.34,80.67,46.48,452.37
28.21,1010.58,51.34,70.02,442.47
15.8,1015.87,68.48,53.82,463.09
9.42,1010.86,74.03,39.64,478.05
9.26,1016.87,73.32,41.66,483.51
5.1,1027.17,80.49,35.57,489.96
26.03,1008.81,71.35,70.32,438.15
25.94,1007.97,84.82,77.24,432.88
8.53,1017.54,76.49,38.18,480.86
25.77,1009.66,65.49,69.04,445.35
5.9,1013.25,87,45.87,481.27
23.66,1008,89.49,72.43,439.02
21.7,1007.93,78.37,64.69,448.76
9.95,1014.85,82.62,43.56,477.88
28.29,1009.29,58.18,69.13,429.28
6.8,1021.09,70.02,37.8,485.96
25.3,1009.15,58.3,59.43,442.5
24.1,1009.92,91.27,71.97,443.09
27.07,1010.09,58.97,74.87,440.47
14.04,1011.09,87.22,39.64,472.31
5.71,1022.51,89.58,40.77,485.75
26.01,1015.69,81.22,74.33,435.82
12.35,1019.03,95.53,40.73,466.71
24.01,1013.3,52.24,46.93,448.35
22.78,1011.79,75.43,62.44,446.12
29.51,1017.92,50.61,75.6,431.18
20.73,1001.86,47.51,41.1,456.44
31.71,1010.63,40.17,73.5,430.45
10.55,1007.77,99.1,41.26,473.6
16.13,1007.04,80.49,39.99,465.25
18.5,1010.82,92.04,51.43,459.42
19.22,1015.05,82.5,65.06,446.98
5.54,1020.47,82.91,41.38,490.07
12.8,1016.52,86.73,44.34,473.42
22.78,1005.26,89.23,71.77,435.46
9.95,1033.09,69.44,41.82,477.52
5.95,1005.16,63.6,39.48,486.07
15.19,1011.34,89.67,41.43,470.41
22.01,1019.6,75.8,49.39,451.84
5.81,1012.14,92.28,35.79,484.41
15.02,1016.49,83.28,37.64,463.93
25.8,1010.08,85.14,71.58,435.2
19.94,1014.16,66.27,58.96,455.55
23.92,1012.52,86.51,63.21,445.26
22.39,1011.78,86.39,59.04,445.52
24.23,1009.8,75.75,58.79,444.01
22.77,1005.75,84.26,69.84,436.75
27.39,1006.17,58.2,67.07,441.45
27.55,1011.42,60.71,68.08,432.59
26.12,1017.97,44.81,63.94,441.46
30.91,1011.92,65.59,70.32,433.71
21.39,1013.44,70.95,63.9,449.38
21.78,1007.45,88.71,51.43,446.56
16.71,1004.45,81.64,40.55,464.13
26.28,1011.44,68.35,75.23,435.28
29.65,1003.22,71.09,74.9,433.32
18.61,1016.91,75.01,44.06,452.68
33.68,1002.75,56.05,68.14,427.53
24.78,1007.29,70.56,68.94,435.93
28.97,1006.19,65.81,67.9,434.7
26.28,1008.06,90.7,73.06,437.01
27.5,1011.23,65.37,65.59,441.27
25.69,1006.89,82.34,59.07,440.6
10.32,1016.56,94.13,39.28,478.88
22.86,1009.75,61.54,47.43,452.53
14.26,1011.33,88.37,42.86,471.19
27.87,1003.96,72.17,70.79,428.41
26.26,1003.85,81.94,74.9,437.44
19.65,1014.18,56.77,45.01,451.63
12.15,1018.89,90.02,45.01,468.07
27.59,1012.93,51.46,59.21,437.49
27.01,1009.78,81.29,69.75,442.57
10.39,1023.51,84.73,40.96,479
24.15,1009.76,85.16,71.73,436.55
24.74,1015.23,74.64,59.39,437.49
21.45,1017.86,82.8,60.84,444.99
23.06,1012.5,64.03,56.85,440.03
31.01,1009.14,52.81,69.04,442.07
31.24,1015.89,42.84,68.3,435.2
15.06,1019.63,63.32,39.3,464.15
25.14,1007.56,79.02,49.02,438.53
25.99,1013.13,59.14,68.08,442.14
1.81,1026.92,76.97,39.42,490.55
31.86,1008.61,59.74,69.59,435.72
13.1,1007.59,95.46,40.55,472.37
26.05,1005.67,82.08,73.88,439.96
29.04,1010.63,56.6,62.26,433.97
7.24,1020.6,85.36,38.06,481.83
17.32,1019.52,56.24,44.34,468.8
32.4,1004.44,34.53,68.14,425.91
19.31,1024.93,53.93,52.72,455.25
26.04,1005.68,65.18,52.84,439.36
20.46,1011.4,84,54.2,448.1
4.16,1017.72,88.49,35.47,486.7
20.98,1010.67,62.73,43.77,449.88
24.1,1012.73,65.24,68.08,440.33
9.44,1027.64,86.22,41.4,473.94
29.98,1007.62,75.6,76.09,432
12.8,1016.27,83.9,42.18,467.69
26.72,1007.12,58.54,56.9,435.16
30.28,1005.03,54.59,58.9,439.06
24.56,1011.42,72.47,58.82,442.76
22.19,1008.45,92.43,60.37,440.75
8.72,1029.31,85.73,36.25,479.94
3.38,998.79,97.76,41.31,489.11
17.68,1013.09,82.79,53.16,456.86
17.7,1015.44,89.57,50.88,456.78
18.77,1004.02,99.86,52.08,449.62
25.38,1018.7,52.48,63.87,442.13
11.52,1023.43,83.29,39.18,474.35
12.28,1019.73,94.79,41.49,467.44
16.29,1019.49,59.36,44.34,468.8
24.49,1017.09,64.02,49.82,451.42
27.4,1007.65,78.13,77.24,435.74
14.04,1008.98,82.04,40.83,469.75
22.59,1014.36,62.44,65.06,444.6
23.43,1010.64,89.29,63.94,440.16
29.24,1015.81,59.95,74.67,432.61
29.35,1007.63,70.67,68.51,430.22
33.87,1007.91,39.48,71.32,435.89
16.71,1012.06,96.6,46.18,458.4
19.45,1013.39,99.52,46.33,452.82
20.82,1014.28,86.37,63.77,448.9
27.31,1005.73,50.74,68.14,437.83
22.93,1011.6,77.09,63.13,448.02
22.98,1016.06,72.69,58.46,445.05
12.38,1013.86,85.35,40.6,472.53
25.5,1009.29,61.29,67.83,437.49
24.24,1018.03,81.51,68.3,437.12
13.89,1024.64,82.29,45.08,467.74
24.97,1012.68,74.25,54.2,439.71
20.08,1015.53,80.84,58.12,455.85
11.29,1019.32,58.91,35.76,473.74
25.72,1007.47,69.14,66.86,439.97
27.78,1014.66,53.74,60.07,439.43
10.22,1005.94,93.53,37.83,471.79
25.46,1010.65,64.7,70.32,433.08
25.14,1006.94,88.51,73.67,430.89
25.03,1017.9,72.04,60.27,438.24
21.96,1009.38,75.98,71.85,441.52
22.74,1015.16,79.58,58.12,447.86
19.67,1009.43,73.88,44.89,455.2
20.32,1001.38,57.21,39.72,456.18
13.08,1012.41,77.98,39.28,474.13
26.42,1012.9,65.38,59.27,443.94
22.61,1014.24,69.71,42.8,460.26
11.46,1012.09,86.2,39.82,477.99
8.07,1019.4,86.43,41.17,484.54
12.32,1012.16,88.37,41.62,455.71
19.8,1020.88,61.88,49.15,461.78
18.88,1004.98,92.65,40.79,459.06
16.64,1008.7,81.79,39.64,463.49
10.72,1016.51,80.26,40.81,474.64
21.5,1017.08,65.28,50.59,453.8
20.59,1015.27,77.94,59.8,453.83
30.93,1010.98,56.42,73.42,432.44
19.9,1020.52,78.05,56.53,456.48
7.47,1020.47,94.8,40.64,478.08
31.33,1003.77,52.34,58.9,439.54
25.45,1009.47,57.97,67.83,429.95
25.88,1002.44,85.67,69.13,426.14
29.59,1009.45,55.75,74.78,436.77
12.04,1018.02,88.91,41.58,464.45
23.88,1012.81,64.52,54.2,444.97
27.23,1005.69,58.91,44.05,440.2
26.52,1008.71,92.32,77.17,432.48
30.64,1009.44,59.01,74.87,437.43
24.16,1013.88,58.96,65.06,442.32
18.86,1010.27,86,51.43,446.91
10.42,1008.48,96.76,41.26,472.54
5.09,1013.78,91.34,42.85,481.24
28.8,1010.51,59.87,71.58,434.82
6.38,1018.53,60.2,40.07,492.96
5.18,1000.59,92.14,41.31,485.2
9.54,1019.79,65.61,41.17,481.18
10.82,1020.64,90.26,44.63,473.23
20.72,1017.17,59.83,63.94,447.69
27.71,998.14,71.85,74.34,434.2
28.39,1014.52,66.48,65.51,438.78
21.97,1015.29,77.47,58.12,449.6
27.01,1011.18,46.58,43.77,440.64
11.34,1020.25,75.83,41.54,477.24
9.32,1020.03,70.21,41.39,481.88
8.43,1020.36,87.28,40.69,484.94
18.42,1009.77,86.75,60.1,451.93
14.66,1018.14,84.68,42.07,462.77
21.75,1018.55,87.81,60.27,444.19
13.28,1023.17,63.98,43.8,466.78
20.17,1019.47,56.77,56.03,458.04
29,1001.22,52.96,69.13,425.5
19.44,1008.66,94.71,48.7,444.9
31.11,1012.2,58.86,74.16,435.69
20.45,1014.53,65.36,58.96,454.26
19.66,1014.42,60.14,45.01,453.45
19.78,1008.62,96.4,50.32,449.23
23.9,1011.95,67.87,61.41,451.99
11.11,1013.68,73.67,37.5,473.32
9.13,1022.36,74.6,39.04,483.24
19.78,1015.7,29.43,44.71,465.49
30.8,1007.06,63.09,70.94,432.44
29.73,1010.27,84.84,73.06,432.73
26.93,1007.33,78.85,72.99,433.18
26.98,1010.95,40.8,43.77,446.05
14.84,1013.78,69.27,38.91,467.83
